,date,county,state,fips,cases,deaths
11763,2020-03-25,Madison,New York,36053.0,7,0
11764,2020-03-25,Monroe,New York,36055.0,118,0
11765,2020-03-25,Montgomery,New York,36057.0,4,0
11766,2020-03-25,Nassau,New York,36059.0,3285,17
11767,2020-03-25,New York City,New York,,20011,280
11768,2020-03-25,Niagara,New York,36063.0,12,0
11769,2020-03-25,Oneida,New York,36065.0,9,0
11770,2020-03-25,Onondaga,New York,36067.0,65,0
11771,2020-03-25,Ontario,New York,36069.0,9,0
11772,2020-03-25,Orange,New York,36071.0,638,0
11773,2020-03-25,Orleans,New York,36073.0,2,0
11774,2020-03-25,Oswego,New York,36075.0,2,0
11775,2020-03-25,Otsego,New York,36077.0,2,0
11776,2020-03-25,Putnam,New York,36079.0,84,0
11777,2020-03-25,Rensselaer,New York,36083.0,31,0
11778,2020-03-25,Rockland,New York,36087.0,1069,7
11779,2020-03-25,Saratoga,New York,36091.0,64,0
11780,2020-03-25,Schenectady,New York,36093.0,55,0
11781,2020-03-25,Schoharie,New York,36095.0,2,0
11782,2020-03-25,St. Lawrence,New York,36089.0,1,0
11783,2020-03-25,Steuben,New York,36101.0,8,0
11784,2020-03-25,Suffolk,New York,36103.0,2260,20
11785,2020-03-25,Sullivan,New York,36105.0,39,0
11786,2020-03-25,Tioga,New York,36107.0,1,0
11787,2020-03-25,Tompkins,New York,36109.0,16,0
11788,2020-03-25,Ulster,New York,36111.0,65,0
11789,2020-03-25,Warren,New York,36113.0,2,0
11790,2020-03-25,Washington,New York,36115.0,4,0
11791,2020-03-25,Wayne,New York,36117.0,7,0
11792,2020-03-25,Westchester,New York,36119.0,4691,6
11793,2020-03-25,Wyoming,New York,36121.0,4,0
13354,2020-03-26,Albany,New York,36001.0,171,0
13355,2020-03-26,Allegany,New York,36003.0,2,0
13356,2020-03-26,Broome,New York,36007.0,16,2
13357,2020-03-26,Cayuga,New York,36011.0,2,0
13358,2020-03-26,Chautauqua,New York,36013.0,1,0
13359,2020-03-26,Chemung,New York,36015.0,7,0
13360,2020-03-26,Chenango,New York,36017.0,3,0
13361,2020-03-26,Clinton,New York,36019.0,11,0
13362,2020-03-26,Columbia,New York,36021.0,13,0
13363,2020-03-26,Cortland,New York,36023.0,2,0
13364,2020-03-26,Delaware,New York,36025.0,7,0
13365,2020-03-26,Dutchess,New York,36027.0,190,2
13366,2020-03-26,Erie,New York,36029.0,134,2
13367,2020-03-26,Essex,New York,36031.0,4,0
13368,2020-03-26,Franklin,New York,36033.0,1,0
13369,2020-03-26,Fulton,New York,36035.0,1,0
13370,2020-03-26,Genesee,New York,36037.0,4,0
13371,2020-03-26,Greene,New York,36039.0,5,0
13372,2020-03-26,Hamilton,New York,36041.0,2,0
13373,2020-03-26,Herkimer,New York,36043.0,7,0
13374,2020-03-26,Jefferson,New York,36045.0,3,0
13375,2020-03-26,Livingston,New York,36051.0,3,0
13376,2020-03-26,Madison,New York,36053.0,9,0
13377,2020-03-26,Monroe,New York,36055.0,139,3
13378,2020-03-26,Montgomery,New York,36057.0,5,0
13379,2020-03-26,Nassau,New York,36059.0,3914,19
13380,2020-03-26,New York City,New York,,23112,365
13381,2020-03-26,Niagara,New York,36063.0,14,0
13382,2020-03-26,Oneida,New York,36065.0,13,0
13383,2020-03-26,Onondaga,New York,36067.0,83,0
13384,2020-03-26,Ontario,New York,36069.0,11,0
13385,2020-03-26,Orange,New York,36071.0,751,2
13386,2020-03-26,Orleans,New York,36073.0,2,0
13387,2020-03-26,Oswego,New York,36075.0,4,0
13388,2020-03-26,Otsego,New York,36077.0,3,0
13389,2020-03-26,Putnam,New York,36079.0,94,0
13390,2020-03-26,Rensselaer,New York,36083.0,32,0
13391,2020-03-26,Rockland,New York,36087.0,1197,7
13392,2020-03-26,Saratoga,New York,36091.0,73,0
13393,2020-03-26,Schenectady,New York,36093.0,62,0
13394,2020-03-26,Schoharie,New York,36095.0,2,0
13395,2020-03-26,St. Lawrence,New York,36089.0,2,0
13396,2020-03-26,Steuben,New York,36101.0,11,0
13397,2020-03-26,Suffolk,New York,36103.0,2735,22
13398,2020-03-26,Sullivan,New York,36105.0,53,0
13399,2020-03-26,Tioga,New York,36107.0,2,0
13400,2020-03-26,Tompkins,New York,36109.0,22,0
13401,2020-03-26,Ulster,New York,36111.0,89,0
13402,2020-03-26,Warren,New York,36113.0,2,0
13403,2020-03-26,Washington,New York,36115.0,4,0
13404,2020-03-26,Wayne,New York,36117.0,8,0
13405,2020-03-26,Westchester,New York,36119.0,5944,8
13406,2020-03-26,Wyoming,New York,36121.0,7,0
15098,2020-03-27,Albany,New York,36001.0,187,0
15099,2020-03-27,Allegany,New York,36003.0,2,0
15100,2020-03-27,Broome,New York,36007.0,18,3
15101,2020-03-27,Cayuga,New York,36011.0,2,0
15102,2020-03-27,Chautauqua,New York,36013.0,1,0
15103,2020-03-27,Chemung,New York,36015.0,11,0
15104,2020-03-27,Chenango,New York,36017.0,4,0
15105,2020-03-27,Clinton,New York,36019.0,11,0
15106,2020-03-27,Columbia,New York,36021.0,20,0
15107,2020-03-27,Cortland,New York,36023.0,4,0
15108,2020-03-27,Delaware,New York,36025.0,8,0
15109,2020-03-27,Dutchess,New York,36027.0,225,2
15110,2020-03-27,Erie,New York,36029.0,219,6
15111,2020-03-27,Essex,New York,36031.0,4,0
15112,2020-03-27,Franklin,New York,36033.0,2,0
15113,2020-03-27,Fulton,New York,36035.0,1,0
15114,2020-03-27,Genesee,New York,36037.0,6,0
15115,2020-03-27,Greene,New York,36039.0,6,0
15116,2020-03-27,Hamilton,New York,36041.0,2,0
15117,2020-03-27,Herkimer,New York,36043.0,9,0
15118,2020-03-27,Jefferson,New York,36045.0,3,0
15119,2020-03-27,Livingston,New York,36051.0,3,0
15120,2020-03-27,Madison,New York,36053.0,17,0
15121,2020-03-27,Monroe,New York,36055.0,160,4
15122,2020-03-27,Montgomery,New York,36057.0,5,0
15123,2020-03-27,Nassau,New York,36059.0,4657,27
15124,2020-03-27,New York City,New York,,25399,450
15125,2020-03-27,Niagara,New York,36063.0,23,0
15126,2020-03-27,Oneida,New York,36065.0,13,0
15127,2020-03-27,Onondaga,New York,36067.0,115,0
15128,2020-03-27,Ontario,New York,36069.0,14,0
15129,2020-03-27,Orange,New York,36071.0,910,3
15130,2020-03-27,Orleans,New York,36073.0,3,0
15131,2020-03-27,Oswego,New York,36075.0,4,0
15132,2020-03-27,Otsego,New York,36077.0,5,0
15133,2020-03-27,Putnam,New York,36079.0,111,0
15134,2020-03-27,Rensselaer,New York,36083.0,35,0
15135,2020-03-27,Rockland,New York,36087.0,1457,8
15136,2020-03-27,Saratoga,New York,36091.0,82,0
15137,2020-03-27,Schenectady,New York,36093.0,66,0
15138,2020-03-27,Schoharie,New York,36095.0,3,0
15139,2020-03-27,St. Lawrence,New York,36089.0,3,0
15140,2020-03-27,Steuben,New York,36101.0,12,0
15141,2020-03-27,Suffolk,New York,36103.0,3385,22
15142,2020-03-27,Sullivan,New York,36105.0,64,0
15143,2020-03-27,Tioga,New York,36107.0,2,0
15144,2020-03-27,Tompkins,New York,36109.0,26,0
15145,2020-03-27,Ulster,New York,36111.0,98,0
15146,2020-03-27,Warren,New York,36113.0,8,0
15147,2020-03-27,Washington,New York,36115.0,6,0
15148,2020-03-27,Wayne,New York,36117.0,11,0
15149,2020-03-27,Westchester,New York,36119.0,7187,10
15150,2020-03-27,Wyoming,New York,36121.0,7,0
16937,2020-03-28,Albany,New York,36001.0,195,1
16938,2020-03-28,Allegany,New York,36003.0,2,0
16939,2020-03-28,Broome,New York,36007.0,23,3
16940,2020-03-28,Cattaraugus,New York,36009.0,1,0
16941,2020-03-28,Cayuga,New York,36011.0,2,0
16942,2020-03-28,Chautauqua,New York,36013.0,5,0
16943,2020-03-28,Chemung,New York,36015.0,12,0
16944,2020-03-28,Chenango,New York,36017.0,8,0
16945,2020-03-28,Clinton,New York,36019.0,12,0
16946,2020-03-28,Columbia,New York,36021.0,22,0
16947,2020-03-28,Cortland,New York,36023.0,5,0
16948,2020-03-28,Delaware,New York,36025.0,8,0
16949,2020-03-28,Dutchess,New York,36027.0,262,2
16950,2020-03-28,Erie,New York,36029.0,354,6
16951,2020-03-28,Essex,New York,36031.0,4,0
16952,2020-03-28,Franklin,New York,36033.0,4,0
16953,2020-03-28,Fulton,New York,36035.0,1,0
16954,2020-03-28,Genesee,New York,36037.0,7,0
16955,2020-03-28,Greene,New York,36039.0,7,0
16956,2020-03-28,Hamilton,New York,36041.0,2,0
16957,2020-03-28,Herkimer,New York,36043.0,9,0
16958,2020-03-28,Jefferson,New York,36045.0,6,0
16959,2020-03-28,Livingston,New York,36051.0,5,0
16960,2020-03-28,Madison,New York,36053.0,19,0
16961,2020-03-28,Monroe,New York,36055.0,202,5
16962,2020-03-28,Montgomery,New York,36057.0,5,0
16963,2020-03-28,Nassau,New York,36059.0,5537,35
16964,2020-03-28,New York City,New York,,30766,672
16965,2020-03-28,Niagara,New York,36063.0,33,0
16966,2020-03-28,Oneida,New York,36065.0,23,0
16967,2020-03-28,Onondaga,New York,36067.0,129,0
16968,2020-03-28,Ontario,New York,36069.0,16,0
16969,2020-03-28,Orange,New York,36071.0,1101,3
16970,2020-03-28,Orleans,New York,36073.0,3,0
16971,2020-03-28,Oswego,New York,36075.0,7,0
16972,2020-03-28,Otsego,New York,36077.0,7,0
16973,2020-03-28,Putnam,New York,36079.0,131,0
16974,2020-03-28,Rensselaer,New York,36083.0,38,0
16975,2020-03-28,Rockland,New York,36087.0,1896,8
16976,2020-03-28,Saratoga,New York,36091.0,96,0
16977,2020-03-28,Schenectady,New York,36093.0,72,0
16978,2020-03-28,Schoharie,New York,36095.0,5,0
16979,2020-03-28,Schuyler,New York,36097.0,1,0
16980,2020-03-28,St. Lawrence,New York,36089.0,8,0
16981,2020-03-28,Steuben,New York,36101.0,13,0
16982,2020-03-28,Suffolk,New York,36103.0,4138,37
16983,2020-03-28,Sullivan,New York,36105.0,72,0
16984,2020-03-28,Tioga,New York,36107.0,4,0
16985,2020-03-28,Tompkins,New York,36109.0,45,0
16986,2020-03-28,Ulster,New York,36111.0,128,0
16987,2020-03-28,Warren,New York,36113.0,13,0
16988,2020-03-28,Washington,New York,36115.0,6,0
16989,2020-03-28,Wayne,New York,36117.0,12,0
16990,2020-03-28,Westchester,New York,36119.0,7875,10
16991,2020-03-28,Wyoming,New York,36121.0,7,0
18874,2020-03-29,Albany,New York,36001.0,205,1
18875,2020-03-29,Allegany,New York,36003.0,6,0
18876,2020-03-29,Broome,New York,36007.0,29,3
18877,2020-03-29,Cattaraugus,New York,36009.0,4,0
18878,2020-03-29,Cayuga,New York,36011.0,2,0
18879,2020-03-29,Chautauqua,New York,36013.0,5,0
18880,2020-03-29,Chemung,New York,36015.0,15,0
18881,2020-03-29,Chenango,New York,36017.0,15,0
18882,2020-03-29,Clinton,New York,36019.0,13,0
18883,2020-03-29,Columbia,New York,36021.0,23,1
18884,2020-03-29,Cortland,New York,36023.0,6,0
18885,2020-03-29,Delaware,New York,36025.0,8,0
18886,2020-03-29,Dutchess,New York,36027.0,320,2
18887,2020-03-29,Erie,New York,36029.0,380,6
18888,2020-03-29,Essex,New York,36031.0,4,0
18889,2020-03-29,Franklin,New York,36033.0,6,0
18890,2020-03-29,Fulton,New York,36035.0,1,0
18891,2020-03-29,Genesee,New York,36037.0,9,0
18892,2020-03-29,Greene,New York,36039.0,7,0
18893,2020-03-29,Hamilton,New York,36041.0,2,0
18894,2020-03-29,Herkimer,New York,36043.0,10,0
18895,2020-03-29,Jefferson,New York,36045.0,7,0
18896,2020-03-29,Lewis,New York,36049.0,2,0
18897,2020-03-29,Livingston,New York,36051.0,10,0
18898,2020-03-29,Madison,New York,36053.0,24,0
18899,2020-03-29,Monroe,New York,36055.0,219,6
18900,2020-03-29,Montgomery,New York,36057.0,6,0
18901,2020-03-29,Nassau,New York,36059.0,6445,39
18902,2020-03-29,New York City,New York,,33768,776
18903,2020-03-29,Niagara,New York,36063.0,38,0
18904,2020-03-29,Oneida,New York,36065.0,26,0
18905,2020-03-29,Onondaga,New York,36067.0,152,0
18906,2020-03-29,Ontario,New York,36069.0,18,0
18907,2020-03-29,Orange,New York,36071.0,1247,3
18908,2020-03-29,Orleans,New York,36073.0,3,0
18909,2020-03-29,Oswego,New York,36075.0,8,0
18910,2020-03-29,Otsego,New York,36077.0,10,0
18911,2020-03-29,Putnam,New York,36079.0,144,0
18912,2020-03-29,Rensselaer,New York,36083.0,39,0
18913,2020-03-29,Rockland,New York,36087.0,2209,8
18914,2020-03-29,Saratoga,New York,36091.0,102,1
18915,2020-03-29,Schenectady,New York,36093.0,76,0
18916,2020-03-29,Schoharie,New York,36095.0,5,0
18917,2020-03-29,Schuyler,New York,36097.0,1,0
18918,2020-03-29,St. Lawrence,New York,36089.0,12,0
18919,2020-03-29,Steuben,New York,36101.0,17,0
18920,2020-03-29,Suffolk,New York,36103.0,5023,40
18921,2020-03-29,Sullivan,New York,36105.0,88,0
18922,2020-03-29,Tioga,New York,36107.0,4,0
18923,2020-03-29,Tompkins,New York,36109.0,52,0
18924,2020-03-29,Ulster,New York,36111.0,179,1
18925,2020-03-29,Warren,New York,36113.0,18,0
18926,2020-03-29,Washington,New York,36115.0,7,0
18927,2020-03-29,Wayne,New York,36117.0,12,0
18928,2020-03-29,Westchester,New York,36119.0,8519,10
18929,2020-03-29,Wyoming,New York,36121.0,8,0
20924,2020-03-30,Albany,New York,36001.0,217,1
20925,2020-03-30,Allegany,New York,36003.0,7,0
20926,2020-03-30,Broome,New York,36007.0,35,3
20927,2020-03-30,Cattaraugus,New York,36009.0,6,0
20928,2020-03-30,Cayuga,New York,36011.0,3,0
20929,2020-03-30,Chautauqua,New York,36013.0,5,0
20930,2020-03-30,Chemung,New York,36015.0,15,0
20931,2020-03-30,Chenango,New York,36017.0,17,0
20932,2020-03-30,Clinton,New York,36019.0,17,0
20933,2020-03-30,Columbia,New York,36021.0,26,1
20934,2020-03-30,Cortland,New York,36023.0,8,0
20935,2020-03-30,Delaware,New York,36025.0,11,0
20936,2020-03-30,Dutchess,New York,36027.0,392,3
20937,2020-03-30,Erie,New York,36029.0,443,8
20938,2020-03-30,Essex,New York,36031.0,5,0
20939,2020-03-30,Franklin,New York,36033.0,6,0
20940,2020-03-30,Fulton,New York,36035.0,1,0
20941,2020-03-30,Genesee,New York,36037.0,9,0
20942,2020-03-30,Greene,New York,36039.0,10,0
20943,2020-03-30,Hamilton,New York,36041.0,2,0
20944,2020-03-30,Herkimer,New York,36043.0,12,2
20945,2020-03-30,Jefferson,New York,36045.0,11,0
20946,2020-03-30,Lewis,New York,36049.0,2,0
20947,2020-03-30,Livingston,New York,36051.0,12,0
20948,2020-03-30,Madison,New York,36053.0,34,0
20949,2020-03-30,Monroe,New York,36055.0,242,6
20950,2020-03-30,Montgomery,New York,36057.0,6,0
20951,2020-03-30,Nassau,New York,36059.0,7344,48
20952,2020-03-30,New York City,New York,,38087,914
20953,2020-03-30,Niagara,New York,36063.0,41,0
20954,2020-03-30,Oneida,New York,36065.0,34,0
20955,2020-03-30,Onondaga,New York,36067.0,180,0
20956,2020-03-30,Ontario,New York,36069.0,20,0
20957,2020-03-30,Orange,New York,36071.0,1435,3
20958,2020-03-30,Orleans,New York,36073.0,4,0
20959,2020-03-30,Oswego,New York,36075.0,14,0
20960,2020-03-30,Otsego,New York,36077.0,17,0
20961,2020-03-30,Putnam,New York,36079.0,167,0
20962,2020-03-30,Rensselaer,New York,36083.0,40,0
20963,2020-03-30,Rockland,New York,36087.0,2511,8
20964,2020-03-30,Saratoga,New York,36091.0,105,1
20965,2020-03-30,Schenectady,New York,36093.0,80,0
20966,2020-03-30,Schoharie,New York,36095.0,6,0
20967,2020-03-30,Schuyler,New York,36097.0,2,0
20968,2020-03-30,St. Lawrence,New York,36089.0,13,0
20969,2020-03-30,Steuben,New York,36101.0,19,0
20970,2020-03-30,Suffolk,New York,36103.0,5791,44
20971,2020-03-30,Sullivan,New York,36105.0,101,0
20972,2020-03-30,Tioga,New York,36107.0,4,0
20973,2020-03-30,Tompkins,New York,36109.0,66,0
20974,2020-03-30,Ulster,New York,36111.0,207,1
20975,2020-03-30,Warren,New York,36113.0,18,0
20976,2020-03-30,Washington,New York,36115.0,7,0
20977,2020-03-30,Wayne,New York,36117.0,15,0
20978,2020-03-30,Westchester,New York,36119.0,9326,19
20979,2020-03-30,Wyoming,New York,36121.0,8,0
23065,2020-03-31,Albany,New York,36001.0,226,1
23066,2020-03-31,Allegany,New York,36003.0,7,0
23067,2020-03-31,Broome,New York,36007.0,38,3
23068,2020-03-31,Cattaraugus,New York,36009.0,6,0
23069,2020-03-31,Cayuga,New York,36011.0,3,0
23070,2020-03-31,Chautauqua,New York,36013.0,6,0
23071,2020-03-31,Chemung,New York,36015.0,20,0
23072,2020-03-31,Chenango,New York,36017.0,19,0
23073,2020-03-31,Clinton,New York,36019.0,21,0
23074,2020-03-31,Columbia,New York,36021.0,36,1
23075,2020-03-31,Cortland,New York,36023.0,8,0
23076,2020-03-31,Delaware,New York,36025.0,16,0
23077,2020-03-31,Dutchess,New York,36027.0,484,4
23078,2020-03-31,Erie,New York,36029.0,438,8
23079,2020-03-31,Essex,New York,36031.0,5,0
23080,2020-03-31,Franklin,New York,36033.0,9,0
23081,2020-03-31,Fulton,New York,36035.0,1,0
23082,2020-03-31,Genesee,New York,36037.0,10,0
23083,2020-03-31,Greene,New York,36039.0,16,0
23084,2020-03-31,Hamilton,New York,36041.0,2,0
23085,2020-03-31,Herkimer,New York,36043.0,12,2
23086,2020-03-31,Jefferson,New York,36045.0,12,0
23087,2020-03-31,Lewis,New York,36049.0,2,0
23088,2020-03-31,Livingston,New York,36051.0,13,0
23089,2020-03-31,Madison,New York,36053.0,41,0
23090,2020-03-31,Monroe,New York,36055.0,300,9
23091,2020-03-31,Montgomery,New York,36057.0,7,0
23092,2020-03-31,Nassau,New York,36059.0,8544,63
23093,2020-03-31,New York City,New York,,43139,1096
23094,2020-03-31,Niagara,New York,36063.0,42,0
23095,2020-03-31,Oneida,New York,36065.0,40,0
23096,2020-03-31,Onondaga,New York,36067.0,194,0
23097,2020-03-31,Ontario,New York,36069.0,22,0
23098,2020-03-31,Orange,New York,36071.0,1560,3
23099,2020-03-31,Orleans,New York,36073.0,6,0
23100,2020-03-31,Oswego,New York,36075.0,15,0
23101,2020-03-31,Otsego,New York,36077.0,18,0
23102,2020-03-31,Putnam,New York,36079.0,186,0
23103,2020-03-31,Rensselaer,New York,36083.0,55,0
23104,2020-03-31,Rockland,New York,36087.0,2863,8
23105,2020-03-31,Saratoga,New York,36091.0,108,1
23106,2020-03-31,Schenectady,New York,36093.0,85,0
23107,2020-03-31,Schoharie,New York,36095.0,6,0
23108,2020-03-31,Schuyler,New York,36097.0,2,0
23109,2020-03-31,Seneca,New York,36099.0,2,0
23110,2020-03-31,St. Lawrence,New York,36089.0,30,0
23111,2020-03-31,Steuben,New York,36101.0,24,0
23112,2020-03-31,Suffolk,New York,36103.0,6713,53
23113,2020-03-31,Sullivan,New York,36105.0,109,1
23114,2020-03-31,Tioga,New York,36107.0,7,0
23115,2020-03-31,Tompkins,New York,36109.0,66,0
23116,2020-03-31,Ulster,New York,36111.0,215,3
23117,2020-03-31,Warren,New York,36113.0,18,0
23118,2020-03-31,Washington,New York,36115.0,10,0
23119,2020-03-31,Wayne,New York,36117.0,19,0
23120,2020-03-31,Westchester,New York,36119.0,9967,25
23121,2020-03-31,Wyoming,New York,36121.0,9,1
25269,2020-04-01,Albany,New York,36001.0,240,2
25270,2020-04-01,Allegany,New York,36003.0,10,1
25271,2020-04-01,Broome,New York,36007.0,42,4
25272,2020-04-01,Cattaraugus,New York,36009.0,7,0
25273,2020-04-01,Cayuga,New York,36011.0,3,0
25274,2020-04-01,Chautauqua,New York,36013.0,10,1
25275,2020-04-01,Chemung,New York,36015.0,22,0
25276,2020-04-01,Chenango,New York,36017.0,26,0
25277,2020-04-01,Clinton,New York,36019.0,25,0
25278,2020-04-01,Columbia,New York,36021.0,41,1
25279,2020-04-01,Cortland,New York,36023.0,10,0
25280,2020-04-01,Delaware,New York,36025.0,20,0
25281,2020-04-01,Dutchess,New York,36027.0,547,5
25282,2020-04-01,Erie,New York,36029.0,553,12
25283,2020-04-01,Essex,New York,36031.0,6,0
25284,2020-04-01,Franklin,New York,36033.0,9,0
25285,2020-04-01,Fulton,New York,36035.0,2,0
25286,2020-04-01,Genesee,New York,36037.0,13,1
25287,2020-04-01,Greene,New York,36039.0,18,0
25288,2020-04-01,Hamilton,New York,36041.0,2,0
25289,2020-04-01,Herkimer,New York,36043.0,16,2
25290,2020-04-01,Jefferson,New York,36045.0,12,0
25291,2020-04-01,Lewis,New York,36049.0,2,0
25292,2020-04-01,Livingston,New York,36051.0,14,0
25293,2020-04-01,Madison,New York,36053.0,67,2
25294,2020-04-01,Monroe,New York,36055.0,349,9
25295,2020-04-01,Montgomery,New York,36057.0,7,0
25296,2020-04-01,Nassau,New York,36059.0,9555,76
25297,2020-04-01,New York City,New York,,47440,1374
25298,2020-04-01,Niagara,New York,36063.0,46,0
25299,2020-04-01,Oneida,New York,36065.0,50,1
25300,2020-04-01,Onondaga,New York,36067.0,249,1
25301,2020-04-01,Ontario,New York,36069.0,24,0
25302,2020-04-01,Orange,New York,36071.0,1756,25
25303,2020-04-01,Orleans,New York,36073.0,6,0
25304,2020-04-01,Oswego,New York,36075.0,17,2
25305,2020-04-01,Otsego,New York,36077.0,19,1
25306,2020-04-01,Putnam,New York,36079.0,207,0
25307,2020-04-01,Rensselaer,New York,36083.0,60,0
25308,2020-04-01,Rockland,New York,36087.0,3321,29
25309,2020-04-01,Saratoga,New York,36091.0,122,1
25310,2020-04-01,Schenectady,New York,36093.0,93,0
25311,2020-04-01,Schoharie,New York,36095.0,8,0
25312,2020-04-01,Schuyler,New York,36097.0,2,0
25313,2020-04-01,Seneca,New York,36099.0,2,0
25314,2020-04-01,St. Lawrence,New York,36089.0,34,0
25315,2020-04-01,Steuben,New York,36101.0,38,0
25316,2020-04-01,Suffolk,New York,36103.0,7605,69
25317,2020-04-01,Sullivan,New York,36105.0,121,4
25318,2020-04-01,Tioga,New York,36107.0,7,0
25319,2020-04-01,Tompkins,New York,36109.0,68,0
25320,2020-04-01,Ulster,New York,36111.0,222,3
25321,2020-04-01,Warren,New York,36113.0,18,0
25322,2020-04-01,Washington,New York,36115.0,10,0
25323,2020-04-01,Wayne,New York,36117.0,24,0
25324,2020-04-01,Westchester,New York,36119.0,10683,25
25325,2020-04-01,Wyoming,New York,36121.0,10,1
27530,2020-04-02,Albany,New York,36001.0,253,2
27531,2020-04-02,Allegany,New York,36003.0,12,1
27532,2020-04-02,Broome,New York,36007.0,46,4
27533,2020-04-02,Cattaraugus,New York,36009.0,8,0
27534,2020-04-02,Cayuga,New York,36011.0,6,0
27535,2020-04-02,Chautauqua,New York,36013.0,10,1
27536,2020-04-02,Chemung,New York,36015.0,22,0
27537,2020-04-02,Chenango,New York,36017.0,28,0
27538,2020-04-02,Clinton,New York,36019.0,25,0
27539,2020-04-02,Columbia,New York,36021.0,41,2
27540,2020-04-02,Cortland,New York,36023.0,10,0
27541,2020-04-02,Delaware,New York,36025.0,23,1
27542,2020-04-02,Dutchess,New York,36027.0,667,9
27543,2020-04-02,Erie,New York,36029.0,734,19
27544,2020-04-02,Essex,New York,36031.0,6,0
27545,2020-04-02,Franklin,New York,36033.0,9,0
27546,2020-04-02,Fulton,New York,36035.0,6,0
27547,2020-04-02,Genesee,New York,36037.0,17,1
27548,2020-04-02,Greene,New York,36039.0,21,0
27549,2020-04-02,Hamilton,New York,36041.0,2,0
27550,2020-04-02,Herkimer,New York,36043.0,16,2
27551,2020-04-02,Jefferson,New York,36045.0,15,0
27552,2020-04-02,Lewis,New York,36049.0,3,0
27553,2020-04-02,Livingston,New York,36051.0,18,1
27554,2020-04-02,Madison,New York,36053.0,77,2
27555,2020-04-02,Monroe,New York,36055.0,420,10
27556,2020-04-02,Montgomery,New York,36057.0,8,0
27557,2020-04-02,Nassau,New York,36059.0,10587,95
27558,2020-04-02,New York City,New York,,51810,1562
27559,2020-04-02,Niagara,New York,36063.0,91,0
27560,2020-04-02,Oneida,New York,36065.0,68,1
27561,2020-04-02,Onondaga,New York,36067.0,301,2
27562,2020-04-02,Ontario,New York,36069.0,31,0
27563,2020-04-02,Orange,New York,36071.0,2048,30
27564,2020-04-02,Orleans,New York,36073.0,6,0
27565,2020-04-02,Oswego,New York,36075.0,28,2
27566,2020-04-02,Otsego,New York,36077.0,21,1
27567,2020-04-02,Putnam,New York,36079.0,236,0
27568,2020-04-02,Rensselaer,New York,36083.0,67,1
27569,2020-04-02,Rockland,New York,36087.0,3751,42
27570,2020-04-02,Saratoga,New York,36091.0,132,1
27571,2020-04-02,Schenectady,New York,36093.0,101,5
27572,2020-04-02,Schoharie,New York,36095.0,8,0
27573,2020-04-02,Schuyler,New York,36097.0,3,0
27574,2020-04-02,Seneca,New York,36099.0,5,0
27575,2020-04-02,St. Lawrence,New York,36089.0,42,0
27576,2020-04-02,Steuben,New York,36101.0,49,1
27577,2020-04-02,Suffolk,New York,36103.0,8746,84
27578,2020-04-02,Sullivan,New York,36105.0,156,5
27579,2020-04-02,Tioga,New York,36107.0,8,0
27580,2020-04-02,Tompkins,New York,36109.0,87,0
27581,2020-04-02,Ulster,New York,36111.0,243,3
27582,2020-04-02,Warren,New York,36113.0,19,0
27583,2020-04-02,Washington,New York,36115.0,13,0
27584,2020-04-02,Wayne,New York,36117.0,27,0
27585,2020-04-02,Westchester,New York,36119.0,11566,67
