,date,county,state,fips,cases,deaths
27586,2020-04-02,Wyoming,New York,36121.0,15,1
27587,2020-04-02,Yates,New York,36123.0,2,0
29852,2020-04-03,Albany,New York,36001.0,267,4
29853,2020-04-03,Allegany,New York,36003.0,12,1
29854,2020-04-03,Broome,New York,36007.0,46,4
29855,2020-04-03,Cattaraugus,New York,36009.0,8,0
29856,2020-04-03,Cayuga,New York,36011.0,6,0
29857,2020-04-03,Chautauqua,New York,36013.0,10,1
29858,2020-04-03,Chemung,New York,36015.0,22,0
29859,2020-04-03,Chenango,New York,36017.0,28,0
29860,2020-04-03,Clinton,New York,36019.0,25,0
29861,2020-04-03,Columbia,New York,36021.0,41,2
29862,2020-04-03,Cortland,New York,36023.0,10,0
29863,2020-04-03,Delaware,New York,36025.0,23,1
29864,2020-04-03,Dutchess,New York,36027.0,809,9
29865,2020-04-03,Erie,New York,36029.0,802,22
29866,2020-04-03,Essex,New York,36031.0,6,0
29867,2020-04-03,Franklin,New York,36033.0,9,0
29868,2020-04-03,Fulton,New York,36035.0,6,0
29869,2020-04-03,Genesee,New York,36037.0,17,1
29870,2020-04-03,Greene,New York,36039.0,21,0
29871,2020-04-03,Hamilton,New York,36041.0,2,0
29872,2020-04-03,Herkimer,New York,36043.0,16,2
29873,2020-04-03,Jefferson,New York,36045.0,15,0
29874,2020-04-03,Lewis,New York,36049.0,3,0
29875,2020-04-03,Livingston,New York,36051.0,18,1
29876,2020-04-03,Madison,New York,36053.0,77,2
29877,2020-04-03,Monroe,New York,36055.0,464,14
29878,2020-04-03,Montgomery,New York,36057.0,8,0
29879,2020-04-03,Nassau,New York,36059.0,12024,138
29880,2020-04-03,New York City,New York,,57160,1867
29881,2020-04-03,Niagara,New York,36063.0,91,0
29882,2020-04-03,Oneida,New York,36065.0,68,1
29883,2020-04-03,Onondaga,New York,36067.0,301,2
29884,2020-04-03,Ontario,New York,36069.0,31,0
29885,2020-04-03,Orange,New York,36071.0,2397,30
29886,2020-04-03,Orleans,New York,36073.0,6,0
29887,2020-04-03,Oswego,New York,36075.0,28,2
29888,2020-04-03,Otsego,New York,36077.0,21,1
29889,2020-04-03,Putnam,New York,36079.0,236,0
29890,2020-04-03,Rensselaer,New York,36083.0,71,1
29891,2020-04-03,Rockland,New York,36087.0,4289,42
29892,2020-04-03,Saratoga,New York,36091.0,132,1
29893,2020-04-03,Schenectady,New York,36093.0,101,5
29894,2020-04-03,Schoharie,New York,36095.0,8,0
29895,2020-04-03,Schuyler,New York,36097.0,3,0
29896,2020-04-03,Seneca,New York,36099.0,5,0
29897,2020-04-03,St. Lawrence,New York,36089.0,42,0
29898,2020-04-03,Steuben,New York,36101.0,49,1
29899,2020-04-03,Suffolk,New York,36103.0,10154,96
29900,2020-04-03,Sullivan,New York,36105.0,156,5
29901,2020-04-03,Tioga,New York,36107.0,8,0
29902,2020-04-03,Tompkins,New York,36109.0,87,0
29903,2020-04-03,Ulster,New York,36111.0,243,3
29904,2020-04-03,Unknown,New York,,37,608
29905,2020-04-03,Warren,New York,36113.0,19,0
29906,2020-04-03,Washington,New York,36115.0,13,0
29907,2020-04-03,Wayne,New York,36117.0,27,0
29908,2020-04-03,Westchester,New York,36119.0,12350,67
29909,2020-04-03,Wyoming,New York,36121.0,15,1
29910,2020-04-03,Yates,New York,36123.0,2,0
32240,2020-04-04,Albany,New York,36001.0,293,6
32241,2020-04-04,Allegany,New York,36003.0,16,1
32242,2020-04-04,Broome,New York,36007.0,65,4
32243,2020-04-04,Cattaraugus,New York,36009.0,8,0
32244,2020-04-04,Cayuga,New York,36011.0,8,0
32245,2020-04-04,Chautauqua,New York,36013.0,12,0
32246,2020-04-04,Chemung,New York,36015.0,36,0
32247,2020-04-04,Chenango,New York,36017.0,39,0
32248,2020-04-04,Clinton,New York,36019.0,31,0
32249,2020-04-04,Columbia,New York,36021.0,61,3
32250,2020-04-04,Cortland,New York,36023.0,14,0
32251,2020-04-04,Delaware,New York,36025.0,30,1
32252,2020-04-04,Dutchess,New York,36027.0,938,11
32253,2020-04-04,Erie,New York,36029.0,945,26
32254,2020-04-04,Essex,New York,36031.0,7,0
32255,2020-04-04,Franklin,New York,36033.0,10,0
32256,2020-04-04,Fulton,New York,36035.0,9,0
32257,2020-04-04,Genesee,New York,36037.0,21,1
32258,2020-04-04,Greene,New York,36039.0,27,0
32259,2020-04-04,Hamilton,New York,36041.0,2,0
32260,2020-04-04,Herkimer,New York,36043.0,22,3
32261,2020-04-04,Jefferson,New York,36045.0,20,0
32262,2020-04-04,Lewis,New York,36049.0,5,0
32263,2020-04-04,Livingston,New York,36051.0,18,1
32264,2020-04-04,Madison,New York,36053.0,77,2
32265,2020-04-04,Monroe,New York,36055.0,512,17
32266,2020-04-04,Montgomery,New York,36057.0,13,1
32267,2020-04-04,Nassau,New York,36059.0,13346,396
32268,2020-04-04,New York City,New York,,63307,2254
32269,2020-04-04,Niagara,New York,36063.0,103,0
32270,2020-04-04,Oneida,New York,36065.0,80,2
32271,2020-04-04,Onondaga,New York,36067.0,349,4
32272,2020-04-04,Ontario,New York,36069.0,35,0
32273,2020-04-04,Orange,New York,36071.0,2741,51
32274,2020-04-04,Orleans,New York,36073.0,10,0
32275,2020-04-04,Oswego,New York,36075.0,30,2
32276,2020-04-04,Otsego,New York,36077.0,26,2
32277,2020-04-04,Putnam,New York,36079.0,283,9
32278,2020-04-04,Rensselaer,New York,36083.0,73,1
32279,2020-04-04,Rockland,New York,36087.0,4872,69
32280,2020-04-04,Saratoga,New York,36091.0,141,1
32281,2020-04-04,Schenectady,New York,36093.0,117,6
32282,2020-04-04,Schoharie,New York,36095.0,11,0
32283,2020-04-04,Schuyler,New York,36097.0,4,0
32284,2020-04-04,Seneca,New York,36099.0,6,0
32285,2020-04-04,St. Lawrence,New York,36089.0,58,0
32286,2020-04-04,Steuben,New York,36101.0,64,1
32287,2020-04-04,Suffolk,New York,36103.0,12328,175
32288,2020-04-04,Sullivan,New York,36105.0,193,5
32289,2020-04-04,Tioga,New York,36107.0,8,0
32290,2020-04-04,Tompkins,New York,36109.0,87,0
32291,2020-04-04,Ulster,New York,36111.0,318,4
32292,2020-04-04,Unknown,New York,,0,309
32293,2020-04-04,Warren,New York,36113.0,20,1
32294,2020-04-04,Washington,New York,36115.0,17,1
32295,2020-04-04,Wayne,New York,36117.0,30,0
32296,2020-04-04,Westchester,New York,36119.0,13080,197
32297,2020-04-04,Wyoming,New York,36121.0,18,1
32298,2020-04-04,Yates,New York,36123.0,2,0
34673,2020-04-05,Albany,New York,36001.0,305,8
34674,2020-04-05,Allegany,New York,36003.0,16,1
34675,2020-04-05,Broome,New York,36007.0,71,4
34676,2020-04-05,Cattaraugus,New York,36009.0,10,0
34677,2020-04-05,Cayuga,New York,36011.0,8,0
34678,2020-04-05,Chautauqua,New York,36013.0,12,0
34679,2020-04-05,Chemung,New York,36015.0,38,0
34680,2020-04-05,Chenango,New York,36017.0,43,0
34681,2020-04-05,Clinton,New York,36019.0,33,0
34682,2020-04-05,Columbia,New York,36021.0,61,3
34683,2020-04-05,Cortland,New York,36023.0,14,0
34684,2020-04-05,Delaware,New York,36025.0,30,1
34685,2020-04-05,Dutchess,New York,36027.0,1077,11
34686,2020-04-05,Erie,New York,36029.0,1059,27
34687,2020-04-05,Essex,New York,36031.0,7,0
34688,2020-04-05,Franklin,New York,36033.0,10,0
34689,2020-04-05,Fulton,New York,36035.0,9,0
34690,2020-04-05,Genesee,New York,36037.0,22,1
34691,2020-04-05,Greene,New York,36039.0,27,0
34692,2020-04-05,Hamilton,New York,36041.0,2,0
34693,2020-04-05,Herkimer,New York,36043.0,22,3
34694,2020-04-05,Jefferson,New York,36045.0,26,0
34695,2020-04-05,Lewis,New York,36049.0,8,0
34696,2020-04-05,Livingston,New York,36051.0,19,1
34697,2020-04-05,Madison,New York,36053.0,89,2
34698,2020-04-05,Monroe,New York,36055.0,548,19
34699,2020-04-05,Montgomery,New York,36057.0,15,1
34700,2020-04-05,Nassau,New York,36059.0,14398,396
34701,2020-04-05,New York City,New York,,67552,2472
34702,2020-04-05,Niagara,New York,36063.0,116,0
34703,2020-04-05,Oneida,New York,36065.0,87,2
34704,2020-04-05,Onondaga,New York,36067.0,349,4
34705,2020-04-05,Ontario,New York,36069.0,35,0
34706,2020-04-05,Orange,New York,36071.0,3102,51
34707,2020-04-05,Orleans,New York,36073.0,11,0
34708,2020-04-05,Oswego,New York,36075.0,30,2
34709,2020-04-05,Otsego,New York,36077.0,29,2
34710,2020-04-05,Putnam,New York,36079.0,314,9
34711,2020-04-05,Rensselaer,New York,36083.0,74,1
34712,2020-04-05,Rockland,New York,36087.0,5362,69
34713,2020-04-05,Saratoga,New York,36091.0,148,1
34714,2020-04-05,Schenectady,New York,36093.0,128,7
34715,2020-04-05,Schoharie,New York,36095.0,11,0
34716,2020-04-05,Schuyler,New York,36097.0,4,0
34717,2020-04-05,Seneca,New York,36099.0,9,0
34718,2020-04-05,St. Lawrence,New York,36089.0,58,0
34719,2020-04-05,Steuben,New York,36101.0,64,1
34720,2020-04-05,Suffolk,New York,36103.0,12933,175
34721,2020-04-05,Sullivan,New York,36105.0,234,5
34722,2020-04-05,Tioga,New York,36107.0,8,0
34723,2020-04-05,Tompkins,New York,36109.0,95,0
34724,2020-04-05,Ulster,New York,36111.0,358,4
34725,2020-04-05,Unknown,New York,,0,678
34726,2020-04-05,Warren,New York,36113.0,25,1
34727,2020-04-05,Washington,New York,36115.0,18,1
34728,2020-04-05,Wayne,New York,36117.0,32,0
34729,2020-04-05,Westchester,New York,36119.0,13722,197
34730,2020-04-05,Wyoming,New York,36121.0,22,1
34731,2020-04-05,Yates,New York,36123.0,2,0
37146,2020-04-06,Albany,New York,36001.0,319,9
37147,2020-04-06,Allegany,New York,36003.0,17,1
37148,2020-04-06,Broome,New York,36007.0,76,5
37149,2020-04-06,Cattaraugus,New York,36009.0,15,0
37150,2020-04-06,Cayuga,New York,36011.0,11,1
37151,2020-04-06,Chautauqua,New York,36013.0,15,0
37152,2020-04-06,Chemung,New York,36015.0,47,0
37153,2020-04-06,Chenango,New York,36017.0,46,0
37154,2020-04-06,Clinton,New York,36019.0,36,0
37155,2020-04-06,Columbia,New York,36021.0,70,3
37156,2020-04-06,Cortland,New York,36023.0,15,0
37157,2020-04-06,Delaware,New York,36025.0,32,1
37158,2020-04-06,Dutchess,New York,36027.0,1189,12
37159,2020-04-06,Erie,New York,36029.0,1163,30
37160,2020-04-06,Essex,New York,36031.0,7,0
37161,2020-04-06,Franklin,New York,36033.0,10,0
37162,2020-04-06,Fulton,New York,36035.0,9,0
37163,2020-04-06,Genesee,New York,36037.0,23,1
37164,2020-04-06,Greene,New York,36039.0,27,0
37165,2020-04-06,Hamilton,New York,36041.0,2,0
37166,2020-04-06,Herkimer,New York,36043.0,25,3
37167,2020-04-06,Jefferson,New York,36045.0,33,0
37168,2020-04-06,Lewis,New York,36049.0,8,0
37169,2020-04-06,Livingston,New York,36051.0,26,1
37170,2020-04-06,Madison,New York,36053.0,92,2
37171,2020-04-06,Monroe,New York,36055.0,574,23
37172,2020-04-06,Montgomery,New York,36057.0,15,1
37173,2020-04-06,Nassau,New York,36059.0,15616,535
37174,2020-04-06,New York City,New York,,68776,3485
37175,2020-04-06,Niagara,New York,36063.0,130,0
37176,2020-04-06,Oneida,New York,36065.0,100,2
37177,2020-04-06,Onondaga,New York,36067.0,377,6
37178,2020-04-06,Ontario,New York,36069.0,39,0
37179,2020-04-06,Orange,New York,36071.0,3397,47
37180,2020-04-06,Orleans,New York,36073.0,13,0
37181,2020-04-06,Oswego,New York,36075.0,33,2
37182,2020-04-06,Otsego,New York,36077.0,34,2
37183,2020-04-06,Putnam,New York,36079.0,345,12
37184,2020-04-06,Rensselaer,New York,36083.0,78,1
37185,2020-04-06,Rockland,New York,36087.0,5703,76
37186,2020-04-06,Saratoga,New York,36091.0,153,1
37187,2020-04-06,Schenectady,New York,36093.0,138,7
37188,2020-04-06,Schoharie,New York,36095.0,11,0
37189,2020-04-06,Schuyler,New York,36097.0,4,0
37190,2020-04-06,Seneca,New York,36099.0,9,0
37191,2020-04-06,St. Lawrence,New York,36089.0,63,0
37192,2020-04-06,Steuben,New York,36101.0,73,4
37193,2020-04-06,Suffolk,New York,36103.0,14473,237
37194,2020-04-06,Sullivan,New York,36105.0,259,7
37195,2020-04-06,Tioga,New York,36107.0,9,0
37196,2020-04-06,Tompkins,New York,36109.0,98,0
37197,2020-04-06,Ulster,New York,36111.0,382,4
37198,2020-04-06,Unknown,New York,,2091,728
37199,2020-04-06,Warren,New York,36113.0,26,1
37200,2020-04-06,Washington,New York,36115.0,19,1
37201,2020-04-06,Wayne,New York,36117.0,34,0
37202,2020-04-06,Westchester,New York,36119.0,14293,253
37203,2020-04-06,Wyoming,New York,36121.0,23,1
37204,2020-04-06,Yates,New York,36123.0,2,0
39660,2020-04-07,Albany,New York,36001.0,333,9
39661,2020-04-07,Allegany,New York,36003.0,17,1
39662,2020-04-07,Broome,New York,36007.0,86,5
39663,2020-04-07,Cattaraugus,New York,36009.0,13,0
39664,2020-04-07,Cayuga,New York,36011.0,14,1
39665,2020-04-07,Chautauqua,New York,36013.0,16,0
39666,2020-04-07,Chemung,New York,36015.0,49,0
39667,2020-04-07,Chenango,New York,36017.0,51,0
39668,2020-04-07,Clinton,New York,36019.0,37,0
39669,2020-04-07,Columbia,New York,36021.0,72,3
39670,2020-04-07,Cortland,New York,36023.0,16,0
39671,2020-04-07,Delaware,New York,36025.0,36,1
39672,2020-04-07,Dutchess,New York,36027.0,1249,15
39673,2020-04-07,Erie,New York,36029.0,1163,36
39674,2020-04-07,Essex,New York,36031.0,7,0
39675,2020-04-07,Franklin,New York,36033.0,10,0
39676,2020-04-07,Fulton,New York,36035.0,13,0
39677,2020-04-07,Genesee,New York,36037.0,33,1
39678,2020-04-07,Greene,New York,36039.0,24,0
39679,2020-04-07,Hamilton,New York,36041.0,2,0
39680,2020-04-07,Herkimer,New York,36043.0,32,3
39681,2020-04-07,Jefferson,New York,36045.0,39,0
39682,2020-04-07,Lewis,New York,36049.0,8,0
39683,2020-04-07,Livingston,New York,36051.0,28,1
39684,2020-04-07,Madison,New York,36053.0,92,2
39685,2020-04-07,Monroe,New York,36055.0,596,31
39686,2020-04-07,Montgomery,New York,36057.0,18,1
39687,2020-04-07,Nassau,New York,36059.0,16610,620
39688,2020-04-07,New York City,New York,,76876,4009
39689,2020-04-07,Niagara,New York,36063.0,143,0
39690,2020-04-07,Oneida,New York,36065.0,118,2
39691,2020-04-07,Onondaga,New York,36067.0,377,7
39692,2020-04-07,Ontario,New York,36069.0,39,0
39693,2020-04-07,Orange,New York,36071.0,3599,76
39694,2020-04-07,Orleans,New York,36073.0,15,0
39695,2020-04-07,Oswego,New York,36075.0,34,2
39696,2020-04-07,Otsego,New York,36077.0,34,2
39697,2020-04-07,Putnam,New York,36079.0,366,13
39698,2020-04-07,Rensselaer,New York,36083.0,91,3
39699,2020-04-07,Rockland,New York,36087.0,5990,119
39700,2020-04-07,Saratoga,New York,36091.0,163,3
39701,2020-04-07,Schenectady,New York,36093.0,145,8
39702,2020-04-07,Schoharie,New York,36095.0,12,0
39703,2020-04-07,Schuyler,New York,36097.0,4,0
39704,2020-04-07,Seneca,New York,36099.0,10,0
39705,2020-04-07,St. Lawrence,New York,36089.0,63,0
39706,2020-04-07,Steuben,New York,36101.0,79,4
39707,2020-04-07,Suffolk,New York,36103.0,15561,266
39708,2020-04-07,Sullivan,New York,36105.0,270,7
39709,2020-04-07,Tioga,New York,36107.0,10,0
39710,2020-04-07,Tompkins,New York,36109.0,102,0
39711,2020-04-07,Ulster,New York,36111.0,402,5
39712,2020-04-07,Warren,New York,36113.0,31,1
39713,2020-04-07,Washington,New York,36115.0,19,1
39714,2020-04-07,Wayne,New York,36117.0,35,0
39715,2020-04-07,Westchester,New York,36119.0,14804,304
39716,2020-04-07,Wyoming,New York,36121.0,23,1
39717,2020-04-07,Yates,New York,36123.0,2,0
42213,2020-04-08,Albany,New York,36001.0,342,10
42214,2020-04-08,Allegany,New York,36003.0,21,0
42215,2020-04-08,Broome,New York,36007.0,88,6
42216,2020-04-08,Cattaraugus,New York,36009.0,15,0
42217,2020-04-08,Cayuga,New York,36011.0,15,1
42218,2020-04-08,Chautauqua,New York,36013.0,17,1
42219,2020-04-08,Chemung,New York,36015.0,55,1
42220,2020-04-08,Chenango,New York,36017.0,53,0
42221,2020-04-08,Clinton,New York,36019.0,39,0
42222,2020-04-08,Columbia,New York,36021.0,72,4
42223,2020-04-08,Cortland,New York,36023.0,16,0
42224,2020-04-08,Delaware,New York,36025.0,37,0
42225,2020-04-08,Dutchess,New York,36027.0,1395,16
42226,2020-04-08,Erie,New York,36029.0,1205,38
42227,2020-04-08,Essex,New York,36031.0,7,0
42228,2020-04-08,Franklin,New York,36033.0,10,0
42229,2020-04-08,Fulton,New York,36035.0,14,0
42230,2020-04-08,Genesee,New York,36037.0,47,0
42231,2020-04-08,Greene,New York,36039.0,25,0
42232,2020-04-08,Hamilton,New York,36041.0,2,0
42233,2020-04-08,Herkimer,New York,36043.0,32,1
42234,2020-04-08,Jefferson,New York,36045.0,40,0
42235,2020-04-08,Lewis,New York,36049.0,8,0
42236,2020-04-08,Livingston,New York,36051.0,28,0
42237,2020-04-08,Madison,New York,36053.0,92,1
42238,2020-04-08,Monroe,New York,36055.0,651,27
42239,2020-04-08,Montgomery,New York,36057.0,18,1
42240,2020-04-08,Nassau,New York,36059.0,18548,701
42241,2020-04-08,New York City,New York,,81803,4571
42242,2020-04-08,Niagara,New York,36063.0,143,0
42243,2020-04-08,Oneida,New York,36065.0,125,2
42244,2020-04-08,Onondaga,New York,36067.0,377,9
42245,2020-04-08,Ontario,New York,36069.0,39,0
42246,2020-04-08,Orange,New York,36071.0,3865,68
42247,2020-04-08,Orleans,New York,36073.0,16,0
42248,2020-04-08,Oswego,New York,36075.0,34,0
42249,2020-04-08,Otsego,New York,36077.0,38,2
42250,2020-04-08,Putnam,New York,36079.0,403,15
42251,2020-04-08,Rensselaer,New York,36083.0,91,1
42252,2020-04-08,Rockland,New York,36087.0,6413,98
42253,2020-04-08,Saratoga,New York,36091.0,167,1
42254,2020-04-08,Schenectady,New York,36093.0,149,9
42255,2020-04-08,Schoharie,New York,36095.0,12,0
42256,2020-04-08,Schuyler,New York,36097.0,4,0
42257,2020-04-08,Seneca,New York,36099.0,12,0
42258,2020-04-08,St. Lawrence,New York,36089.0,69,0
42259,2020-04-08,Steuben,New York,36101.0,82,3
42260,2020-04-08,Suffolk,New York,36103.0,15844,328
42261,2020-04-08,Sullivan,New York,36105.0,279,7
42262,2020-04-08,Tioga,New York,36107.0,12,0
42263,2020-04-08,Tompkins,New York,36109.0,102,0
42264,2020-04-08,Ulster,New York,36111.0,422,2
42265,2020-04-08,Warren,New York,36113.0,33,1
42266,2020-04-08,Washington,New York,36115.0,20,0
42267,2020-04-08,Wayne,New York,36117.0,39,0
42268,2020-04-08,Westchester,New York,36119.0,15887,343
42269,2020-04-08,Wyoming,New York,36121.0,27,0
42270,2020-04-08,Yates,New York,36123.0,2,0
44789,2020-04-09,Albany,New York,36001.0,379,12
44790,2020-04-09,Allegany,New York,36003.0,22,0
44791,2020-04-09,Broome,New York,36007.0,105,6
44792,2020-04-09,Cattaraugus,New York,36009.0,17,0
44793,2020-04-09,Cayuga,New York,36011.0,16,1
44794,2020-04-09,Chautauqua,New York,36013.0,18,1
44795,2020-04-09,Chemung,New York,36015.0,59,2
44796,2020-04-09,Chenango,New York,36017.0,55,0
44797,2020-04-09,Clinton,New York,36019.0,40,0
44798,2020-04-09,Columbia,New York,36021.0,70,4
44799,2020-04-09,Cortland,New York,36023.0,16,0
44800,2020-04-09,Delaware,New York,36025.0,37,0
44801,2020-04-09,Dutchess,New York,36027.0,1493,21
44802,2020-04-09,Erie,New York,36029.0,1362,46
44803,2020-04-09,Essex,New York,36031.0,8,0
44804,2020-04-09,Franklin,New York,36033.0,11,0
44805,2020-04-09,Fulton,New York,36035.0,15,0
44806,2020-04-09,Genesee,New York,36037.0,56,0
44807,2020-04-09,Greene,New York,36039.0,28,0
44808,2020-04-09,Hamilton,New York,36041.0,3,0
44809,2020-04-09,Herkimer,New York,36043.0,32,1
44810,2020-04-09,Jefferson,New York,36045.0,42,0
44811,2020-04-09,Lewis,New York,36049.0,6,0
44812,2020-04-09,Livingston,New York,36051.0,26,1
44813,2020-04-09,Madison,New York,36053.0,91,1
44814,2020-04-09,Monroe,New York,36055.0,698,31
44815,2020-04-09,Montgomery,New York,36057.0,28,1
44816,2020-04-09,Nassau,New York,36059.0,20140,778
44817,2020-04-09,New York City,New York,,87028,5150
44818,2020-04-09,Niagara,New York,36063.0,146,0
44819,2020-04-09,Oneida,New York,36065.0,158,2
44820,2020-04-09,Onondaga,New York,36067.0,358,10
44821,2020-04-09,Ontario,New York,36069.0,43,0
44822,2020-04-09,Orange,New York,36071.0,4090,79
44823,2020-04-09,Orleans,New York,36073.0,22,0
44824,2020-04-09,Oswego,New York,36075.0,36,0
44825,2020-04-09,Otsego,New York,36077.0,39,2
44826,2020-04-09,Putnam,New York,36079.0,438,16
44827,2020-04-09,Rensselaer,New York,36083.0,79,3
44828,2020-04-09,Rockland,New York,36087.0,6665,117
44829,2020-04-09,Saratoga,New York,36091.0,172,1
44830,2020-04-09,Schenectady,New York,36093.0,167,9
44831,2020-04-09,Schoharie,New York,36095.0,12,0
44832,2020-04-09,Schuyler,New York,36097.0,4,0
44833,2020-04-09,Seneca,New York,36099.0,15,0
44834,2020-04-09,St. Lawrence,New York,36089.0,76,1
44835,2020-04-09,Steuben,New York,36101.0,89,3
44836,2020-04-09,Suffolk,New York,36103.0,17413,369
44837,2020-04-09,Sullivan,New York,36105.0,294,7
44838,2020-04-09,Tioga,New York,36107.0,17,0
44839,2020-04-09,Tompkins,New York,36109.0,105,0
44840,2020-04-09,Ulster,New York,36111.0,460,2
44841,2020-04-09,Warren,New York,36113.0,40,1
44842,2020-04-09,Washington,New York,36115.0,25,0
44843,2020-04-09,Wayne,New York,36117.0,39,0
44844,2020-04-09,Westchester,New York,36119.0,17004,389
44845,2020-04-09,Wyoming,New York,36121.0,29,0
44846,2020-04-09,Yates,New York,36123.0,1,0
47403,2020-04-10,Albany,New York,36001.0,426,14
47404,2020-04-10,Allegany,New York,36003.0,26,0
47405,2020-04-10,Broome,New York,36007.0,112,6
47406,2020-04-10,Cattaraugus,New York,36009.0,18,0
47407,2020-04-10,Cayuga,New York,36011.0,27,1
47408,2020-04-10,Chautauqua,New York,36013.0,20,1
47409,2020-04-10,Chemung,New York,36015.0,59,2
47410,2020-04-10,Chenango,New York,36017.0,60,0
47411,2020-04-10,Clinton,New York,36019.0,43,0
47412,2020-04-10,Columbia,New York,36021.0,74,4
47413,2020-04-10,Cortland,New York,36023.0,17,0
47414,2020-04-10,Delaware,New York,36025.0,39,0
47415,2020-04-10,Dutchess,New York,36027.0,1598,25
47416,2020-04-10,Erie,New York,36029.0,1409,58
47417,2020-04-10,Essex,New York,36031.0,10,0
47418,2020-04-10,Franklin,New York,36033.0,11,0
47419,2020-04-10,Fulton,New York,36035.0,18,0
47420,2020-04-10,Genesee,New York,36037.0,65,0
47421,2020-04-10,Greene,New York,36039.0,34,0
47422,2020-04-10,Hamilton,New York,36041.0,3,0
47423,2020-04-10,Herkimer,New York,36043.0,36,1
47424,2020-04-10,Jefferson,New York,36045.0,43,0
47425,2020-04-10,Lewis,New York,36049.0,6,0
47426,2020-04-10,Livingston,New York,36051.0,29,1
47427,2020-04-10,Madison,New York,36053.0,99,1
47428,2020-04-10,Monroe,New York,36055.0,742,35
47429,2020-04-10,Montgomery,New York,36057.0,29,1
47430,2020-04-10,Nassau,New York,36059.0,21512,890
47431,2020-04-10,New York City,New York,,92384,5663
47432,2020-04-10,Niagara,New York,36063.0,156,1
47433,2020-04-10,Oneida,New York,36065.0,172,2
47434,2020-04-10,Onondaga,New York,36067.0,369,11
47435,2020-04-10,Ontario,New York,36069.0,51,0
47436,2020-04-10,Orange,New York,36071.0,4532,91
47437,2020-04-10,Orleans,New York,36073.0,24,0
47438,2020-04-10,Oswego,New York,36075.0,36,0
47439,2020-04-10,Otsego,New York,36077.0,41,2
47440,2020-04-10,Putnam,New York,36079.0,487,18
47441,2020-04-10,Rensselaer,New York,36083.0,91,4
47442,2020-04-10,Rockland,New York,36087.0,7122,135
47443,2020-04-10,Saratoga,New York,36091.0,182,1
47444,2020-04-10,Schenectady,New York,36093.0,191,9
47445,2020-04-10,Schoharie,New York,36095.0,12,0
47446,2020-04-10,Schuyler,New York,36097.0,5,0
47447,2020-04-10,Seneca,New York,36099.0,15,0
47448,2020-04-10,St. Lawrence,New York,36089.0,78,1
47449,2020-04-10,Steuben,New York,36101.0,117,3
47450,2020-04-10,Suffolk,New York,36103.0,18692,425
47451,2020-04-10,Sullivan,New York,36105.0,318,7
47452,2020-04-10,Tioga,New York,36107.0,18,0
47453,2020-04-10,Tompkins,New York,36109.0,105,0
47454,2020-04-10,Ulster,New York,36111.0,530,2
47455,2020-04-10,Warren,New York,36113.0,43,1
47456,2020-04-10,Washington,New York,36115.0,26,0
47457,2020-04-10,Wayne,New York,36117.0,41,0
47458,2020-04-10,Westchester,New York,36119.0,18077,428
47459,2020-04-10,Wyoming,New York,36121.0,30,0
47460,2020-04-10,Yates,New York,36123.0,2,0
